Title,Price,Importé neuf,Kilométrage,Année,Boite de vitesses,Carburant,Date,Puissance fiscale,Nombre de portes,Couleur,Carrosserie,Véhicule dédouané,Première main,Véhicule en garantie
DACIA Dokker,128 000 Dhs,,94000.0,2020.0,Manuelle,Diesel,05-12-2024,6.0,5.0,Blanc,Utilitaire(van),,Oui,
VOLKSWAGEN Tiguan,,,109000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2019,Oui,
HYUNDAI Tucson,,,94000.0,2018.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2018,Oui,
DS Ds7 crossback,,,162000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2020,Oui,
OPEL Astra,,,179000.0,2018.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2018,,
VOLKSWAGEN T-roc,,,44000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
RENAULT Megane 4,,,129000.0,2017.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2017,,
VOLVO Xc40,295 000 Dhs,,129000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2020,Oui,
HYUNDAI Tucson,,,74000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2022,,
PEUGEOT 208,,,84000.0,2021.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2021,Oui,
VOLVO Xc40,,,99000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2020,Oui,
LAND-ROVER Range rover vogue,,Oui,109000.0,2018.0,Automatique,Diesel,05-12-2024,17.0,5.0,,,2018,Oui,
MERCEDES Classe e coupe,,Oui,,2024.0,Automatique,Diesel,05-12-2024,9.0,2.0,Noir,Coupé,,Oui,24Mois
BENTLEY Bentayga,,,70000.0,2020.0,Automatique,Diesel,05-12-2024,17.0,4.0,Noir,Suvet4x4,,Oui,
MERCEDES Autre,,Oui,4000.0,2024.0,Automatique,Essence,05-12-2024,27.0,5.0,,,2024,Oui,
ALFA-ROMEO Autre,341 000 Dhs,,4000.0,2024.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2024,Oui,
FIAT 500,168 000 Dhs,,24000.0,2024.0,Automatique,Essence,05-12-2024,7.0,3.0,,,2024,,
FIAT 500,167 000 Dhs,,19000.0,2024.0,Automatique,Essence,05-12-2024,7.0,3.0,,,2024,,
FIAT 500,167 000 Dhs,,14000.0,2024.0,Automatique,Essence,05-12-2024,7.0,3.0,,,2024,,
DS Ds7 crossback,295 000 Dhs,,109000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2020,Oui,
JEEP Renegade,242 000 Dhs,,14000.0,2023.0,Automatique,Hybride,05-12-2024,8.0,5.0,,,2023,Oui,
KIA Sorento,373 000 Dhs,,44000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
FIAT Doblo,206 000 Dhs,,4000.0,2024.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2024,Oui,
FIAT 500,167 000 Dhs,,24000.0,2024.0,Automatique,Essence,05-12-2024,7.0,3.0,,,2024,,
FIAT 500,165 000 Dhs,,14000.0,2022.0,Automatique,Essence,05-12-2024,7.0,5.0,,,2022,Oui,
MERCEDES Clc,,Oui,4000.0,2024.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2024,Oui,
JEEP Cherokee,,,74000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
BMW X1,,,94000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
JEEP Renegade,,,79000.0,2022.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2022,,
RENAULT Twizy,,Oui,44000.0,2020.0,Automatique,Electrique,05-12-2024,4.0,3.0,,,2020,,
FIAT 500l,125 000 Dhs,,109000.0,2015.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2015,,
MERCEDES Classe e,65 000 Dhs,,349000.0,2006.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2006,,
FORD Fiesta,100 000 Dhs,,109000.0,2017.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2017,,
MINI One,153 000 Dhs,,109000.0,2016.0,Automatique,Essence,05-12-2024,7.0,3.0,,,2016,Oui,
OPEL Corsa,72 000 Dhs,,159000.0,2013.0,Manuelle,Essence,05-12-2024,6.0,5.0,,,2013,,
ABARTH 595 cabriolet,145 000 Dhs,,45000.0,2014.0,Automatique,Essence,05-12-2024,8.0,3.0,Blanc,Cabriolet,,,
MERCEDES Classe s,148 000 Dhs,,249000.0,2012.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2012,Oui,
MERCEDES Classe s,,Oui,19000.0,2022.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2022,Oui,
FORD Autre,200 000 Dhs,Oui,49000.0,1998.0,Automatique,Essence,05-12-2024,17.0,3.0,,,1998,Oui,
PORSCHE Panamera,,,109000.0,2011.0,Automatique,Essence,05-12-2024,17.0,5.0,,,2011,Oui,
LAND-ROVER Range rover sport,,Oui,169000.0,2014.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2014,,
HYUNDAI Santa fe,95 000 Dhs,,199000.0,2009.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2009,,
FIAT 500,,,59000.0,2022.0,Automatique,Essence,05-12-2024,6.0,3.0,,,2022,Oui,
PORSCHE Panamera,,Oui,89000.0,2017.0,Automatique,Diesel,05-12-2024,17.0,5.0,,,2017,,
LAND-ROVER Range rover evoque,,,54000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2020,Oui,
AUDI Q8,,Oui,34000.0,2022.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2022,Oui,
LAND-ROVER Range rover evoque,305 000 Dhs,,109000.0,2018.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2018,Oui,
KIA Rio,88 000 Dhs,,169000.0,2015.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2015,,
PORSCHE Cayenne,,Oui,4000.0,2022.0,Automatique,Hybride,05-12-2024,17.0,5.0,,,2022,Oui,
BENTLEY Bentayga,,,29000.0,2017.0,Automatique,Essence,05-12-2024,34.0,5.0,,,2017,Oui,
LAMBORGHINI Urus,,Oui,14000.0,2021.0,Automatique,Essence,05-12-2024,23.0,5.0,,Suvet4x4,2021,Oui,
MERCEDES Classe g,,Oui,4000.0,2022.0,Automatique,Essence,05-12-2024,23.0,5.0,,,2022,Oui,
PORSCHE Macan,,Oui,4000.0,2023.0,Automatique,Essence,05-12-2024,11.0,5.0,,,2023,Oui,
MERCEDES Classe c,,Oui,19000.0,2023.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2023,Oui,
AUDI Q8,,,84000.0,2022.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2022,Oui,
MERCEDES Classe a,,,54000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
BMW Serie 5,,,109000.0,2022.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2022,Oui,
MERCEDES Cla,,,169000.0,2015.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2015,Oui,
LAND-ROVER Range rover vogue,,,149000.0,2018.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,,Oui,
MERCEDES Glc,,,129000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,,Oui,
MINI Autre,,Oui,59000.0,2016.0,Automatique,Essence,05-12-2024,9.0,,,,,,
MERCEDES Classe s,,,149000.0,2015.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2015,Oui,
MERCEDES Gle coupe,,Oui,4000.0,2024.0,Automatique,Hybride,05-12-2024,9.0,,,,2024,,
RENAULT Clio,,,19000.0,2023.0,Automatique,Essence,05-12-2024,6.0,,,,2023,,
MERCEDES Classe c,,Oui,54000.0,2022.0,Automatique,Diesel,05-12-2024,11.0,,,,2022,,
PEUGEOT 208,,,19000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,,,,2022,,
MERCEDES Classe g,,,14000.0,2024.0,Automatique,Essence,05-12-2024,33.0,,,,2024,,
LAND-ROVER Range rover vogue,,Oui,4000.0,2024.0,Automatique,Diesel,05-12-2024,14.0,,,,2024,,
VOLKSWAGEN Golf 8,,Oui,4000.0,2024.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2024,,
AUDI Q8,,Oui,44000.0,2022.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2022,Oui,
MERCEDES 220,,Oui,4000.0,2024.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2024,,
MERCEDES Gle coupe,,Oui,4000.0,2024.0,Automatique,Hybride,05-12-2024,8.0,5.0,,,2024,,
MERCEDES Classe e,385 000 Dhs,,149000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,,,,2019,,
AUDI A6,189 000 Dhs,,189000.0,2013.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2013,Oui,
AUDI Autre,277 500 Dhs,,109000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,,,,2019,,
VOLKSWAGEN Tiguan,315 000 Dhs,,59000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,,,,2020,,
BMW X5,870 000 Dhs,,4000.0,2023.0,Automatique,Diesel,05-12-2024,8.0,,,,2023,,
VOLKSWAGEN Golf 7,,,139000.0,2016.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2016,,
VOLKSWAGEN Tiguan,370 000 Dhs,,59000.0,2019.0,,Essence,05-12-2024,11.0,,,,2019,,
AUDI Sq5,345 000 Dhs,,139000.0,2017.0,,Diesel,05-12-2024,12.0,,,,,,
FIAT Tipo,103 000 Dhs,,109000.0,2018.0,,Diesel,05-12-2024,5.0,,,,,,
JEEP Wrangler,310 000 Dhs,,99000.0,2016.0,,Diesel,05-12-2024,11.0,,,,,,
CITROEN C5 aircross,282 000 Dhs,,24000.0,2023.0,,Diesel,05-12-2024,6.0,,,,,,
MERCEDES Gle coupe,,Oui,39000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
VOLKSWAGEN Tiguan,,Oui,19000.0,2024.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2024,Oui,
VOLKSWAGEN Touareg,,,249000.0,2012.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2012,,
MERCEDES Glc coupe,,Oui,89000.0,2017.0,Automatique,Essence,05-12-2024,17.0,5.0,,Suvet4x4,2017,,
MERCEDES Classe c,240 000 Dhs,,179000.0,2011.0,Automatique,Essence,05-12-2024,36.0,5.0,,,2011,,
MERCEDES Glc coupe,,Oui,89000.0,2017.0,Automatique,Essence,05-12-2024,17.0,5.0,,,2017,,
MERCEDES Glc coupe,,Oui,89000.0,2018.0,Automatique,Essence,05-12-2024,17.0,5.0,,,2018,Oui,
BMW Serie 1,,,54000.0,2020.0,Manuelle,Essence,05-12-2024,9.0,5.0,,,2020,,
BMW Serie 5,190 000 Dhs,,233000.0,2014.0,Automatique,Diesel,05-12-2024,8.0,5.0,Noir,Berline,,,
RENAULT Clio,,,74000.0,2021.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2021,Oui,
SEAT Ateca,,,149000.0,2019.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2019,Oui,
LAND-ROVER Range rover sport,,,109000.0,2018.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2018,Oui,
SKODA Kamiq,,,189000.0,2021.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2021,Oui,
MERCEDES Cla,,,129000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2020,Oui,
VOLKSWAGEN Golf 7,,,159000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2019,Oui,
VOLKSWAGEN Golf 8,475 000 Dhs,,,2022.0,Automatique,Diesel,05-12-2024,8.0,5.0,Noir,Compact,,,
VOLKSWAGEN Tiguan,350 000 Dhs,,56000.0,2017.0,Automatique,Diesel,05-12-2024,8.0,5.0,Blanc,Suvet4x4,,Oui,
RENAULT Megane,165 000 Dhs,,73000.0,2019.0,Manuelle,Diesel,05-12-2024,6.0,5.0,Noir,Compact,,Oui,
HYUNDAI Santa fe,305 000 Dhs,,97000.0,2018.0,Automatique,Diesel,05-12-2024,9.0,5.0,Grisclair,Suvet4x4,,Oui,
FIAT 500,150 000 Dhs,,3000.0,2022.0,Automatique,Essence,05-12-2024,7.0,3.0,Blanc,Micro-citadine,,Oui,
LAND-ROVER Range rover vogue,,,198700.0,2014.0,Automatique,Diesel,05-12-2024,12.0,7.0,Bleumarine,Suvet4x4,,,
LAND-ROVER Range rover sport,,Oui,159000.0,2015.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2015,Oui,
VOLKSWAGEN Touareg,,,9000.0,2024.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2024,Oui,
MERCEDES Classe e coupe,,Oui,129000.0,2017.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2017,Oui,
VOLKSWAGEN Touareg,,,119000.0,2024.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2024,Oui,
VOLKSWAGEN Touareg,,,119000.0,2024.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2024,Oui,
RENAULT Captur,144 500 Dhs,,98000.0,2021.0,Automatique,Essence,05-12-2024,8.0,5.0,Grisfonce,Suvet4x4,,,
RENAULT Kangoo,270 000 Dhs,,,2024.0,Automatique,Diesel,05-12-2024,6.0,5.0,Noir,Berline,,Oui,72Mois
CITROEN C3,123 000 Dhs,,118000.0,2019.0,Manuelle,Diesel,05-12-2024,6.0,5.0,Grisfonce,Coupé,,Oui,
BMW Serie 1,112 000 Dhs,,179500.0,2009.0,Automatique,Essence,05-12-2024,11.0,5.0,Blanc,Citadine,,,
LAND-ROVER Range rover vogue,,Oui,84000.0,2018.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2018,Oui,
HONDA Accord,,,199000.0,2012.0,Automatique,Essence,05-12-2024,13.0,5.0,,,2012,Oui,
TOYOTA Fortuner,,,129000.0,2020.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2020,Oui,
HYUNDAI Tucson,297 000 Dhs,,120000.0,2021.0,Automatique,Diesel,05-12-2024,6.0,5.0,Grisfonce,Suvet4x4,,Oui,
VOLKSWAGEN Tiguan,568 000 Dhs,,24000.0,2023.0,Automatique,Diesel,05-12-2024,8.0,5.0,Argent,Suvet4x4,2023,Oui,
PEUGEOT 508,114 000 Dhs,,199000.0,2012.0,Automatique,Diesel,05-12-2024,6.0,5.0,Noir,Berline,2012,Oui,
AUDI Sq5,359 000 Dhs,Oui,149000.0,2016.0,Automatique,Diesel,05-12-2024,12.0,5.0,Bleu,Suvet4x4,2016,,
RENAULT Kadjar,,,109000.0,2018.0,Automatique,Diesel,05-12-2024,6.0,5.0,Grisclair,Coupé,2018,Oui,
RENAULT Express,,,94000.0,2023.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2023,,
DACIA Logan,,,109000.0,2022.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2022,Oui,
PEUGEOT 208,,,119000.0,2018.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2018,,
RENAULT Clio,,,94000.0,2020.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2020,,
VOLKSWAGEN Golf 7,320 000 Dhs,,139000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,Noir,Compact,2022,,
HYUNDAI Tucson,250 000 Dhs,,150000.0,2017.0,Automatique,Diesel,05-12-2024,7.0,5.0,Blanc,Suvet4x4,,Oui,
VOLKSWAGEN Tiguan,430 000 Dhs,Oui,89000.0,2017.0,Automatique,Diesel,05-12-2024,8.0,5.0,Blanc,Suvet4x4,,,
AUDI A3 berline,223 000 Dhs,,97000.0,2017.0,Automatique,Diesel,05-12-2024,8.0,5.0,Noir,Berline,,,
AUDI Q5,238 000 Dhs,,249000.0,2014.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2014,,
VOLKSWAGEN Touareg,319 900 Dhs,Oui,62200.0,2019.0,Automatique,Diesel,05-12-2024,11.0,5.0,Noir,Suvet4x4,,,
MERCEDES Classe e,539 000 Dhs,,60000.0,2022.0,Automatique,Diesel,05-12-2024,8.0,4.0,Bleu,Berline,,Oui,
JEEP Compass,210 000 Dhs,,46700.0,2021.0,Manuelle,Diesel,05-12-2024,6.0,4.0,Blanc,Suvet4x4,,Oui,
VOLKSWAGEN Tiguan,510 000 Dhs,Oui,47000.0,2023.0,Automatique,Diesel,05-12-2024,8.0,5.0,Grisfonce,Suvet4x4,,Oui,
MERCEDES Classe a berline,485 000 Dhs,,1300.0,2024.0,Automatique,Diesel,05-12-2024,8.0,4.0,Noir,Berline,,Oui,33Mois
LAND-ROVER Discovery sport,325 000 Dhs,,41000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,Noir,Suvet4x4,,Oui,
ALFA-ROMEO 4c,,,26000.0,2016.0,Automatique,Essence,05-12-2024,10.0,2.0,Rouge,Coupé,,,
MERCEDES Gle coupe,,Oui,160000.0,2016.0,Automatique,Diesel,05-12-2024,12.0,5.0,Blanccassé,Suvet4x4,,Oui,
PORSCHE Boxster,,Oui,44000.0,2008.0,Manuelle,Essence,05-12-2024,19.0,2.0,Grisanthracite,Cabriolet,,Oui,
BENTLEY Continental gt,,Oui,17000.0,2019.0,Automatique,Essence,05-12-2024,34.0,5.0,Noir,Coupé,,Oui,
MERCEDES Classe s,,,150000.0,2014.0,Automatique,Diesel,05-12-2024,12.0,5.0,Bleumarine,Berline,,Oui,
JAGUAR I-pace,,Oui,,2022.0,Automatique,Electrique,05-12-2024,8.0,4.0,Bleu,Suvet4x4,,,
LAND-ROVER Range rover vogue,,,189000.0,2015.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,,Oui,
BMW Serie 2,397 000 Dhs,,4000.0,2024.0,Automatique,Essence,05-12-2024,7.0,5.0,,,2024,Oui,
MERCEDES Classe a,,,19000.0,2023.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2023,Oui,
AUDI Q5,,,99000.0,2020.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2020,,
VOLKSWAGEN Golf 8,,Oui,44000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
TOYOTA C-hr,,,4000.0,2024.0,Automatique,Hybride,05-12-2024,10.0,5.0,,,2024,Oui,
MERCEDES Classe c,,Oui,4000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
VOLKSWAGEN Golf 8,,Oui,59000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
SEAT Ateca,,,29000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
ALFA-ROMEO Stelvio,,,94000.0,2018.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2018,Oui,
BMW Serie 4 gran coupe,,,74000.0,2017.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2017,Oui,
JAGUAR Xf,275 000 Dhs,,149000.0,2016.0,,Diesel,05-12-2024,8.0,,,,2016,,
FORD Kuga,228 000 Dhs,,129000.0,2019.0,,Diesel,05-12-2024,8.0,,,,2019,,
KIA Seltos,,,84000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2022,Oui,
MERCEDES Gla,,,94000.0,2015.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2015,Oui,
VOLKSWAGEN T-roc,,,24000.0,2022.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2022,Oui,
LAND-ROVER Range rover vogue,240 000 Dhs,Oui,189000.0,2013.0,Automatique,Diesel,05-12-2024,17.0,5.0,,,2013,Oui,
AUDI Rs4,,Oui,34000.0,2022.0,Automatique,Essence,05-12-2024,17.0,5.0,,,2022,Oui,
AUDI S3,,Oui,74000.0,2021.0,Automatique,Essence,05-12-2024,11.0,5.0,,,2021,Oui,
BMW Serie 7,,Oui,199000.0,2016.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2016,Oui,
BENTLEY Bentayga,,Oui,29000.0,2021.0,Automatique,Essence,05-12-2024,23.0,5.0,,,2021,Oui,
HYUNDAI Creta,,,109000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2022,Oui,
LAND-ROVER Range rover evoque,,,119000.0,2017.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2017,,
SKODA Superb,,,54000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,,Oui,
KIA Sportage,,,64000.0,2022.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,,Oui,
KIA Sportage,,,64000.0,2022.0,Manuelle,Diesel,05-12-2024,6.0,3.0,,,,Oui,
CITROEN C4,,,79000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,3.0,,,,Oui,
PEUGEOT 308,,,64000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,,Oui,
FIAT Fiorino,90 000 Dhs,,71000.0,2021.0,Manuelle,Diesel,05-12-2024,,4.0,Blanc,Cabriolet,,,1Mois
SUZUKI Jimny,190 000 Dhs,,37000.0,2021.0,Manuelle,Essence,05-12-2024,4.0,3.0,Vert,Suvet4x4,,Oui,
OPEL Grandland,195 000 Dhs,,37000.0,2020.0,Manuelle,Diesel,05-12-2024,6.0,5.0,Blanc,Berline,,Oui,
JEEP Grand cherokee,210 000 Dhs,,157000.0,2017.0,Automatique,Diesel,05-12-2024,12.0,5.0,Noir,Suvet4x4,,Oui,
VOLKSWAGEN Golf 7,215 000 Dhs,,109.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,Blanc,Compact,,,
MERCEDES Classe c,,,149000.0,2015.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2015,Oui,
PORSCHE Cayenne,,,199000.0,2013.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2013,,
MERCEDES Classe c,,,189000.0,2017.0,Automatique,Diesel,05-12-2024,9.0,5.0,,,2017,Oui,
BMW Serie 5,,,179000.0,2011.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2011,,
VOLKSWAGEN Tiguan,,,169000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2019,Oui,
JEEP Compass,199 000 Dhs,,54000.0,2018.0,Manuelle,Diesel,05-12-2024,6.0,,,,2018,,
FIAT 500x,242 000 Dhs,,4000.0,2024.0,Automatique,Essence,05-12-2024,8.0,,,,2024,,
FIAT 500,168 000 Dhs,,4000.0,2024.0,Automatique,Essence,05-12-2024,7.0,,,,2024,,
JEEP Compass,232 000 Dhs,,19000.0,2023.0,Automatique,Essence,05-12-2024,8.0,5.0,,,2023,Oui,
ALFA-ROMEO Autre,317 000 Dhs,,9000.0,2023.0,Automatique,Essence,05-12-2024,8.0,5.0,,,2023,Oui,
KIA Sportage,325 000 Dhs,,34000.0,2023.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2023,Oui,
FORD Focus 5p,229 000 Dhs,,39000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,,,,2022,,
ALFA-ROMEO Autre,336 000 Dhs,,14000.0,2024.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2024,Oui,
ALFA-ROMEO Autre,315 000 Dhs,,9000.0,2023.0,Automatique,Hybride,05-12-2024,8.0,5.0,,,,Oui,
JEEP Grand cherokee,349 000 Dhs,,54000.0,2019.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2019,Oui,
DACIA Sandero,128 000 Dhs,,63000.0,2018.0,Manuelle,Diesel,05-12-2024,6.0,5.0,Noir,Crossover,,,
FORD Fiesta,75 000 Dhs,,155000.0,2016.0,Manuelle,Essence,05-12-2024,7.0,5.0,Gris,Citadine,,,
ISUZU D-max,,,169000.0,2018.0,Manuelle,Diesel,05-12-2024,10.0,3.0,,,2018,Oui,
TOYOTA Hilux,,,139000.0,2019.0,Manuelle,Diesel,05-12-2024,10.0,5.0,,,2019,,
TOYOTA Hilux,,,89000.0,2019.0,Manuelle,Diesel,05-12-2024,10.0,5.0,,,2019,Oui,
DACIA Dokker,,,129000.0,2020.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2020,,
AUDI Q5,,,109000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,,,,2019,,
VOLKSWAGEN Golf 8,,Oui,34000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2021,Oui,
LAND-ROVER Range rover evoque,,,159000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,,,,2019,,
VOLKSWAGEN Touran,,,179000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,,Compact,2019,Oui,
VOLKSWAGEN Tiguan,,,74000.0,2021.0,Automatique,Diesel,05-12-2024,8.0,,,,2021,,
OPEL Mokka,255 000 Dhs,,4000.0,2022.0,Manuelle,Diesel,05-12-2024,6.0,,,,2022,,
BMW Serie 5,495 000 Dhs,,64000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,4.0,,Berline,,Oui,
RENAULT Megane,165 000 Dhs,,73000.0,2019.0,Manuelle,Diesel,05-12-2024,7.0,5.0,,,,Oui,
HYUNDAI Tucson,345 000 Dhs,,74000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,,,,2022,,
FIAT 500,138 000 Dhs,,64000.0,2021.0,Automatique,Essence,05-12-2024,7.0,3.0,,,2021,Oui,
NISSAN 370z,,Oui,74000.0,2011.0,Automatique,Essence,05-12-2024,17.0,3.0,,,2011,Oui,
CITROEN 2 cv,75 000 Dhs,,99000.0,1980.0,Manuelle,Essence,05-12-2024,4.0,5.0,,,1980,,
JEEP Wrangler,,,74000.0,2018.0,Automatique,Diesel,05-12-2024,11.0,5.0,,,2018,Oui,
SUZUKI Jimny,,,39000.0,2022.0,Automatique,Essence,05-12-2024,9.0,3.0,,,2022,Oui,
HUMMER H2,,Oui,74000.0,2007.0,Automatique,Essence,05-12-2024,35.0,5.0,,Suvet4x4,2007,Oui,
RENAULT Megane 4,159 000 Dhs,,94000.0,2016.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2016,Oui,
ALFA-ROMEO Stelvio,,,119000.0,2018.0,Automatique,Diesel,05-12-2024,8.0,,,,2018,,
SKODA Kodiaq,,,109000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,,,,2019,,
FIAT Doblo,,,64000.0,2020.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2020,Oui,
SKODA Kodiaq,,,149000.0,2018.0,Automatique,Diesel,05-12-2024,8.0,,,,2018,,
DACIA Duster,,,119000.0,2021.0,Automatique,Diesel,05-12-2024,6.0,3.0,,,2021,Oui,
VOLVO Xc40,267 000 Dhs,,64000.0,2021.0,Automatique,Essence,05-12-2024,8.0,5.0,,,2021,Oui,
LANCIA Thema,185 000 Dhs,,159000.0,2013.0,Automatique,Diesel,05-12-2024,12.0,5.0,,,2013,Oui,
VOLKSWAGEN Golf 8,,,9000.0,2024.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2024,Oui,
AUDI A4,,,159000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,,,2019,,
KIA Seltos,225 000 Dhs,,54000.0,2022.0,Automatique,Diesel,05-12-2024,6.0,5.0,,,2022,Oui,
VOLKSWAGEN Tiguan,,,110000.0,2017.0,Automatique,Diesel,05-12-2024,8.0,5.0,Blanc,Suvet4x4,2023,Oui,
RENAULT Express,,,29000.0,2022.0,Manuelle,Diesel,05-12-2024,6.0,5.0,,,2022,Oui,
MERCEDES Classe a,,,120000.0,2019.0,Automatique,Diesel,05-12-2024,8.0,5.0,Noir,Coupé,,Oui,
